date,sku,price,promo,true_demand_qty,sales_qty
2024-09-27,SKU_0003,1.655690383046605,0,34.53,34.53
2024-09-28,SKU_0003,1.733898331359676,0,26.08,26.08
2024-09-29,SKU_0003,1.8657739697226494,0,19.46,19.46
2024-09-30,SKU_0003,1.9393434130304283,1,39.55,39.55
2024-10-01,SKU_0003,1.8396418818625069,0,38.61,38.61
2024-10-02,SKU_0003,1.9155381221184102,0,31.56,31.56
2024-10-03,SKU_0003,2.0170385460073086,0,34.26,34.26
2024-10-04,SKU_0003,2.214793883294738,0,32.42,32.42
2024-10-05,SKU_0003,2.101376799610994,0,21.83,21.83
2024-10-06,SKU_0003,2.073017911297611,0,26.72,26.72
2024-10-07,SKU_0003,2.1680795956486874,0,25.77,25.77
2024-10-08,SKU_0003,2.175560649154285,0,40.46,40.46
2024-10-09,SKU_0003,2.0344931975938163,0,45.5,45.5
2024-10-10,SKU_0003,2.0857400285293175,0,27.22,27.22
2024-10-11,SKU_0003,2.15942810418303,0,24.6,24.6
2024-10-12,SKU_0003,2.1708552055136234,0,18.79,18.79
2024-10-13,SKU_0003,2.199645672564759,0,28.35,28.35
2024-10-14,SKU_0003,2.1657656228643827,0,33.19,33.19
2024-10-15,SKU_0003,2.3666386836745206,0,36.31,36.31
2024-10-16,SKU_0003,2.2421363532528003,0,38.31,38.31
2024-10-17,SKU_0003,2.1645010970149268,0,38.11,38.11
2024-10-18,SKU_0003,2.1659282566706044,0,30.81,30.81
2024-10-19,SKU_0003,2.2832189493930186,0,21.52,21.52
2024-10-20,SKU_0003,2.087033911717587,0,23.38,23.38
2024-10-21,SKU_0003,1.929239863067464,1,54.22,54.22
2024-10-22,SKU_0003,1.7072132478787487,0,42.34,42.34
2024-10-23,SKU_0003,1.7105655982809043,1,110.13,110.13
2024-10-24,SKU_0003,1.599555416620462,0,39.21,39.21
2024-10-25,SKU_0003,1.563071380685112,0,36.59,36.59
2024-10-26,SKU_0003,1.6263453985739795,0,31.55,31.55
2024-10-27,SKU_0003,1.564932743340644,0,41.36,41.36
2024-10-28,SKU_0003,1.5868005700961187,1,52.34,52.34
2024-10-29,SKU_0003,1.558555599297416,0,61.09,61.09
2024-10-30,SKU_0003,1.622691764509092,0,46.31,46.31
2024-10-31,SKU_0003,1.6696166303552946,0,69.2,69.2
2024-11-01,SKU_0003,1.6017199420115622,0,37.17,37.17
2024-11-02,SKU_0003,1.5855936985931969,0,23.11,23.11
2024-11-03,SKU_0003,1.688066032692577,0,29.3,29.3
2024-11-04,SKU_0003,1.7283827185786664,0,48.99,48.99
2024-11-05,SKU_0003,1.5894187813014962,0,47.74,47.74
2024-11-06,SKU_0003,1.6531879036912278,0,47.41,47.41
2024-11-07,SKU_0003,1.5490298773101425,0,51.23,51.23
2024-11-08,SKU_0003,1.6860350253187546,0,31.93,31.93
2024-11-09,SKU_0003,1.7928841209744857,0,27.0,27.0
2024-11-10,SKU_0003,1.8243407566085468,0,24.64,24.64
2024-11-11,SKU_0003,1.84163297256041,0,52.17,52.17
2024-11-12,SKU_0003,1.8186795717734952,0,34.88,34.88
2024-11-13,SKU_0003,1.894248452434454,0,47.05,47.05
2024-11-14,SKU_0003,1.8525729834401032,0,45.28,45.28
2024-11-15,SKU_0003,1.8789435302990052,0,32.84,32.84
2024-11-16,SKU_0003,1.9798591957302505,0,21.21,21.21
2024-11-17,SKU_0003,1.9142336050694857,0,24.24,24.24
2024-11-18,SKU_0003,1.8447536986221391,0,41.77,41.77
2024-11-19,SKU_0003,1.7171807428905732,0,40.08,40.08
2024-11-20,SKU_0003,1.610936163929213,0,33.41,33.41
2024-11-21,SKU_0003,1.4435592417062482,0,51.75,51.75
2024-11-22,SKU_0003,1.5081767741344825,0,31.71,31.71
2024-11-23,SKU_0003,1.6810798578709663,0,34.43,34.43
2024-11-24,SKU_0003,1.831171811492564,0,29.73,29.73
2024-11-25,SKU_0003,1.6609521574561212,0,38.65,38.65
2024-11-26,SKU_0003,1.7347829540647945,1,76.67,76.67
2024-11-27,SKU_0003,1.8893043415217259,0,37.85,37.85
2024-11-28,SKU_0003,1.8382243696584113,0,36.55,36.55
2024-11-29,SKU_0003,1.8494474800343228,0,32.92,32.92
2024-11-30,SKU_0003,1.639536126273692,0,25.02,25.02
2024-12-01,SKU_0003,1.6659866359470181,0,38.4,38.4
2024-12-02,SKU_0003,1.5629951341800845,0,40.37,40.37
2024-12-03,SKU_0003,1.581829422192516,0,38.3,38.3
2024-12-04,SKU_0003,1.440384171901151,0,50.19,50.19
2024-12-05,SKU_0003,1.4880720523517224,0,50.35,50.35
2024-12-06,SKU_0003,1.5824149318456877,1,56.17,56.17
2024-12-07,SKU_0003,1.5097760466351646,0,36.44,36.44
2024-12-08,SKU_0003,1.4102203537795623,0,41.75,41.75
2024-12-09,SKU_0003,1.2390991069347572,0,80.35,80.35
2024-12-10,SKU_0003,1.2194498041993003,0,75.68,75.68
2024-12-11,SKU_0003,1.1776302315104994,0,46.09,46.09
2024-12-12,SKU_0003,1.0729833819469539,0,55.88,55.88
2024-12-13,SKU_0003,1.1025482608996744,0,45.3,45.3
2024-12-14,SKU_0003,1.0731796512029206,0,46.29,46.29
2024-12-15,SKU_0003,1.0061002522222675,0,37.81,37.81
2024-12-16,SKU_0003,0.9731737674976546,1,82.86,82.86
2024-12-17,SKU_0003,1.0377819020203984,0,52.3,52.3
2024-12-18,SKU_0003,1.076012270657702,0,60.92,60.92
2024-12-19,SKU_0003,1.067650352826188,0,55.12,55.12
2024-12-20,SKU_0003,1.1080554177005069,0,45.88,45.88
2024-12-21,SKU_0003,1.0335008118420925,0,34.02,34.02
2024-12-22,SKU_0003,1.0355100338949543,0,55.98,55.98
2024-12-23,SKU_0003,1.0447038326747304,0,62.77,62.77
2024-12-24,SKU_0003,1.0156646654942483,0,52.05,52.05
2024-12-25,SKU_0003,1.042551153076843,1,114.66,114.66
2024-12-26,SKU_0003,0.994857999486569,0,48.0,48.0
2024-12-27,SKU_0003,1.0257601796287874,0,68.19,68.19
2024-12-28,SKU_0003,1.060293230766143,0,60.22,60.22
2024-12-29,SKU_0003,0.8900442573120552,0,50.49,50.49
2024-12-30,SKU_0003,0.9559346290105696,0,51.71,51.71
2024-01-01,SKU_0004,18.690338136843575,0,13.81,13.81
2024-01-02,SKU_0004,20.92988543406072,0,16.3,16.3
2024-01-03,SKU_0004,20.254678321551786,0,18.55,18.55
2024-01-04,SKU_0004,17.981387618026794,0,23.69,23.69
2024-01-05,SKU_0004,19.364704338184143,0,16.94,16.94
2024-01-06,SKU_0004,19.380228182147302,0,14.46,14.46
2024-01-07,SKU_0004,20.708615260297716,0,12.71,12.71
2024-01-08,SKU_0004,21.05561626222659,0,12.06,12.06
2024-01-09,SKU_0004,21.6429740714608,1,18.34,18.34
2024-01-10,SKU_0004,22.119541163626646,0,18.77,18.77
2024-01-11,SKU_0004,23.064871184401717,0,12.77,12.77
2024-01-12,SKU_0004,26.442076785692674,0,12.98,12.98
2024-01-13,SKU_0004,28.028362366881836,0,11.85,11.85
2024-01-14,SKU_0004,25.49281327526378,0,12.6,12.6
2024-01-15,SKU_0004,26.18524989210669,0,15.38,15.38
2024-01-16,SKU_0004,28.04148769987347,1,13.2,13.2
2024-01-17,SKU_0004,30.13981832555899,0,21.14,21.14
2024-01-18,SKU_0004,29.378140180455425,0,10.72,10.72
2024-01-19,SKU_0004,31.50504000596929,0,11.07,11.07
2024-01-20,SKU_0004,33.30848193100707,0,10.68,10.68
2024-01-21,SKU_0004,38.86768258330546,0,10.0,10.0
2024-01-22,SKU_0004,37.15740280345895,0,9.2,9.2
2024-01-23,SKU_0004,36.04322759551892,0,11.61,11.61
2024-01-24,SKU_0004,35.38725905827201,0,16.13,16.13
2024-01-25,SKU_0004,34.36156051644,0,15.31,15.31
2024-01-26,SKU_0004,32.57474411617419,0,9.18,9.18
2024-01-27,SKU_0004,27.598922646622633,0,11.48,11.48
2024-01-28,SKU_0004,26.888394680350984,0,8.47,8.47
2024-01-29,SKU_0004,27.490933312339912,0,16.02,16.02
2024-01-30,SKU_0004,26.689305493343426,0,14.42,14.42
2024-01-31,SKU_0004,29.975662812879357,0,17.19,17.19
2024-02-01,SKU_0004,29.99972940000161,0,14.84,14.84
2024-02-02,SKU_0004,32.41593441816443,0,14.77,14.77
2024-02-03,SKU_0004,32.92839415199205,0,10.37,10.37
2024-02-04,SKU_0004,34.60228665898719,0,9.11,9.11
2024-02-05,SKU_0004,35.18691433096657,0,13.64,13.64
2024-02-06,SKU_0004,38.198694492525675,0,22.39,22.39
2024-02-07,SKU_0004,38.32711849937959,0,17.61,17.61
2024-02-08,SKU_0004,39.485161493345515,0,13.2,13.2
2024-02-09,SKU_0004,40.3626526863016,0,9.02,9.02
2024-02-10,SKU_0004,39.67049813688155,0,8.08,8.08
2024-02-11,SKU_0004,40.646256088173836,0,11.02,11.02
2024-02-12,SKU_0004,46.477573474011116,0,9.38,9.38
2024-02-13,SKU_0004,45.72961363693276,0,13.53,13.53
2024-02-14,SKU_0004,46.89513704880911,0,18.55,18.55
2024-02-15,SKU_0004,50.57112288785774,0,12.33,12.33
2024-02-16,SKU_0004,54.15205464590245,0,7.5,7.5
2024-02-17,SKU_0004,54.19013611524181,0,12.23,12.23
2024-02-18,SKU_0004,46.9693649310624,0,12.9,12.9
2024-02-19,SKU_0004,48.448324143208865,0,12.29,12.29
2024-02-20,SKU_0004,42.407672150456236,0,18.4,18.4
2024-02-21,SKU_0004,46.31776249258381,0,13.47,13.47
2024-02-22,SKU_0004,46.79114421962878,0,14.59,14.59
2024-02-23,SKU_0004,49.68357522608054,0,9.06,9.06
2024-02-24,SKU_0004,47.065852206330725,0,6.57,6.57
2024-02-25,SKU_0004,42.87964695680696,0,16.17,16.17
2024-02-26,SKU_0004,43.55578570543788,0,8.97,8.97
2024-02-27,SKU_0004,43.46805672124457,0,15.13,15.13
2024-02-28,SKU_0004,42.2047971249026,0,15.96,15.96
2024-02-29,SKU_0004,42.41972928636427,1,17.72,17.72
2024-03-01,SKU_0004,50.08190278072321,0,9.75,9.75
2024-03-02,SKU_0004,52.65342315918632,0,8.09,8.09
2024-03-03,SKU_0004,56.07562185728085,0,8.72,8.72
2024-03-04,SKU_0004,58.98819762141282,1,13.49,13.49
2024-03-05,SKU_0004,64.46388291814569,0,11.76,11.76
2024-03-06,SKU_0004,63.732893567702575,0,12.16,12.16
2024-03-07,SKU_0004,56.340584301129894,0,9.0,9.0
2024-03-08,SKU_0004,55.70667428822816,1,16.91,16.91
2024-03-09,SKU_0004,58.48697664470539,0,8.75,8.75
2024-03-10,SKU_0004,55.18085615192649,0,8.99,8.99
2024-03-11,SKU_0004,54.60001335018346,0,9.52,9.52
2024-03-12,SKU_0004,52.380162566819216,0,10.79,10.79
2024-03-13,SKU_0004,57.32000543566516,0,15.58,15.58
2024-03-14,SKU_0004,59.95636926091855,0,11.07,11.07
2024-03-15,SKU_0004,62.3466259479171,0,10.21,10.21
2024-03-16,SKU_0004,64.71581676320443,0,5.73,5.73
2024-03-17,SKU_0004,64.57134132324335,0,10.91,10.91
2024-03-18,SKU_0004,65.34128396753101,0,11.86,11.86
2024-03-19,SKU_0004,60.856156035714704,0,12.08,12.08
2024-03-20,SKU_0004,53.37414554958547,0,15.01,15.01
2024-03-21,SKU_0004,53.85694317730747,0,14.07,14.07
2024-03-22,SKU_0004,54.91413295054334,0,7.4,7.4
2024-03-23,SKU_0004,59.046579783764614,0,11.06,11.06
2024-03-24,SKU_0004,64.88437042781023,0,8.83,8.83
2024-03-25,SKU_0004,71.29360830775758,0,8.25,8.25
2024-03-26,SKU_0004,67.14975421684636,0,9.41,9.41
2024-03-27,SKU_0004,65.74537725351244,1,17.88,17.88
2024-03-28,SKU_0004,67.6677309386695,0,11.29,11.29
2024-03-29,SKU_0004,78.7693293044236,0,8.87,8.87
2024-03-30,SKU_0004,86.08452404308387,0,6.57,6.57
2024-03-31,SKU_0004,92.06487402715575,0,5.49,5.49
2024-04-01,SKU_0004,89.94750331817514,1,11.13,11.13
2024-04-02,SKU_0004,85.30509864554766,0,9.97,9.97
2024-04-03,SKU_0004,89.44006166075125,0,10.48,10.48
2024-04-04,SKU_0004,83.72428032654797,0,15.61,15.61
2024-04-05,SKU_0004,82.5350326923909,0,9.35,9.35
2024-04-06,SKU_0004,81.96859326733603,0,8.05,8.05
2024-04-07,SKU_0004,90.18930861805323,0,11.68,11.68
2024-04-08,SKU_0004,88.29019434583655,1,10.95,10.95
2024-04-09,SKU_0004,76.26957270934885,0,11.23,11.23
2024-04-10,SKU_0004,78.61328870809336,0,9.8,9.8
2024-04-11,SKU_0004,75.384330980749,0,9.33,9.33
2024-04-12,SKU_0004,75.57740047336698,0,5.45,5.45
2024-04-13,SKU_0004,75.18524645180173,0,8.16,8.16
2024-04-14,SKU_0004,73.96061939092081,0,5.8,5.8
2024-04-15,SKU_0004,77.55235185130216,0,10.85,10.85
2024-04-16,SKU_0004,70.73788770591243,0,11.25,11.25
2024-04-17,SKU_0004,68.57722413201022,0,12.29,12.29
2024-04-18,SKU_0004,71.45034583870797,0,10.36,10.36
2024-04-19,SKU_0004,68.86566053999776,0,11.29,11.29
2024-04-20,SKU_0004,62.52892536852432,0,9.7,9.7
2024-04-21,SKU_0004,65.0881546327677,0,7.89,7.89
2024-04-22,SKU_0004,69.62531719492594,0,7.95,7.95
2024-04-23,SKU_0004,69.43760236071292,0,13.69,13.69
2024-04-24,SKU_0004,61.73047959621284,0,10.33,10.33
2024-04-25,SKU_0004,64.40143982775392,0,8.01,8.01
2024-04-26,SKU_0004,58.29653849319281,0,10.21,10.21
2024-04-27,SKU_0004,59.38672248296822,1,11.79,11.79
2024-04-28,SKU_0004,56.30722428998676,0,7.81,7.81
2024-04-29,SKU_0004,52.522018807536405,0,11.81,11.81
2024-04-30,SKU_0004,51.14771845945567,0,12.13,12.13
2024-05-01,SKU_0004,50.588285271656574,1,18.95,18.95
2024-05-02,SKU_0004,48.67022944310751,1,18.53,18.53
2024-05-03,SKU_0004,50.42009141299964,0,9.35,9.35
2024-05-04,SKU_0004,49.088538318470206,0,6.89,6.89
2024-05-05,SKU_0004,52.062088939779144,0,6.52,6.52
2024-05-06,SKU_0004,52.94784721710016,0,12.92,12.92
2024-05-07,SKU_0004,50.77753243874768,0,10.43,10.43
2024-05-08,SKU_0004,48.20667943254777,0,15.03,15.03
2024-05-09,SKU_0004,43.66940798964999,0,15.26,15.26
2024-05-10,SKU_0004,44.43785968124876,0,9.4,9.4
2024-05-11,SKU_0004,43.5024191324437,0,8.6,8.6
2024-05-12,SKU_0004,37.73110486861109,0,12.4,12.4
2024-05-13,SKU_0004,36.53760209691839,0,10.9,10.9
2024-05-14,SKU_0004,34.614749694757116,0,13.09,13.09
2024-05-15,SKU_0004,38.04693535595036,0,14.83,14.83
2024-05-16,SKU_0004,34.35177948365567,0,18.8,18.8
2024-05-17,SKU_0004,31.505835221907507,0,16.86,16.86
2024-05-18,SKU_0004,33.67551287771369,0,9.8,9.8
2024-05-19,SKU_0004,36.53156720870831,0,8.82,8.82
2024-05-20,SKU_0004,34.93460081827076,0,15.97,15.97
2024-05-21,SKU_0004,33.63450976269403,0,11.24,11.24
2024-05-22,SKU_0004,34.90139291271509,0,16.8,16.8
2024-05-23,SKU_0004,30.35316368586481,0,15.13,15.13
2024-05-24,SKU_0004,27.145984396164067,0,16.8,16.8
2024-05-25,SKU_0004,26.692566729802238,0,14.63,14.63
2024-05-26,SKU_0004,29.293878256866925,0,9.28,9.28
2024-05-27,SKU_0004,28.537949293222,0,14.55,14.55
2024-05-28,SKU_0004,28.711305446443816,0,14.92,14.92
2024-05-29,SKU_0004,30.732426026632414,0,15.81,15.81
2024-05-30,SKU_0004,34.87364560000815,0,15.8,15.8
2024-05-31,SKU_0004,33.6872859667183,0,10.67,10.67
2024-06-01,SKU_0004,33.65327213842479,0,10.03,10.03
2024-06-02,SKU_0004,37.5409975957582,1,13.97,13.97
2024-06-03,SKU_0004,34.264219570872555,0,17.03,17.03
2024-06-04,SKU_0004,36.4432593518552,0,15.39,15.39
2024-06-05,SKU_0004,34.28327345282028,0,15.92,15.92
2024-06-06,SKU_0004,34.49470806388232,0,11.04,11.04
2024-06-07,SKU_0004,33.996200894477674,0,15.28,15.28
2024-06-08,SKU_0004,32.09717705102583,0,10.7,10.7
2024-06-09,SKU_0004,30.25864619526637,0,10.89,10.89
2024-06-10,SKU_0004,30.764666199605685,0,13.24,13.24
2024-06-11,SKU_0004,32.65830506432739,0,16.18,16.18
2024-06-12,SKU_0004,32.40507406973798,0,18.29,18.29
2024-06-13,SKU_0004,32.541682535926824,0,16.62,16.62
2024-06-14,SKU_0004,33.676230130897885,0,15.11,15.11
2024-06-15,SKU_0004,31.7691319432033,1,11.92,11.92
2024-06-16,SKU_0004,33.21085151080469,0,14.04,14.04
2024-06-17,SKU_0004,34.88431359851081,0,14.76,14.76
2024-06-18,SKU_0004,40.782572232930676,0,12.99,12.99
2024-06-19,SKU_0004,39.87256875432698,0,9.88,9.88
2024-06-20,SKU_0004,38.791598103954975,0,12.64,12.64
2024-06-21,SKU_0004,40.62329342478211,0,13.28,13.28
2024-06-22,SKU_0004,42.66964945446078,0,6.87,6.87
2024-06-23,SKU_0004,41.32148789564741,0,8.79,8.79
2024-06-24,SKU_0004,40.33392362203083,0,11.2,11.2
2024-06-25,SKU_0004,41.66497060691163,0,15.34,15.34
2024-06-26,SKU_0004,39.64661957902915,0,12.5,12.5
2024-06-27,SKU_0004,38.68197188168004,0,10.21,10.21
2024-06-28,SKU_0004,38.890469269834924,0,10.89,10.89
2024-06-29,SKU_0004,41.28526000997742,0,6.86,6.86
2024-06-30,SKU_0004,39.81443833765306,0,5.96,5.96
2024-07-01,SKU_0004,35.64776853046672,0,16.29,16.29
2024-07-02,SKU_0004,31.775345903224245,0,17.15,17.15
2024-07-03,SKU_0004,29.46272541166517,0,22.38,22.38
2024-07-04,SKU_0004,27.230450639923603,1,20.14,20.14
2024-07-05,SKU_0004,26.97901146128302,0,13.1,13.1
2024-07-06,SKU_0004,25.121558985700464,0,10.79,10.79
2024-07-07,SKU_0004,24.08432234278519,0,10.46,10.46
2024-07-08,SKU_0004,22.991301540827124,1,18.17,18.17
2024-07-09,SKU_0004,22.391590826990434,0,14.89,14.89
2024-07-10,SKU_0004,24.240765452094358,0,13.37,13.37
2024-07-11,SKU_0004,25.22290711523579,1,16.05,16.05
2024-07-12,SKU_0004,25.24732877514235,0,14.94,14.94
2024-07-13,SKU_0004,24.55851855914911,1,9.21,9.21
2024-07-14,SKU_0004,23.928370922330178,0,8.33,8.33
2024-07-15,SKU_0004,24.4035743422356,0,14.67,14.67
2024-07-16,SKU_0004,25.274089876302302,0,14.04,14.04
2024-07-17,SKU_0004,23.93454241976254,0,17.91,17.91
2024-07-18,SKU_0004,23.986988808905522,1,20.94,20.94
2024-07-19,SKU_0004,21.23422732535637,0,13.49,13.49
2024-07-20,SKU_0004,21.505682516590113,1,10.84,10.84
2024-07-21,SKU_0004,22.51194726467543,0,13.83,13.83
2024-07-22,SKU_0004,22.136814569515433,0,15.51,15.51
2024-07-23,SKU_0004,24.685935289691976,1,18.04,18.04
2024-07-24,SKU_0004,23.414590486946288,0,15.98,15.98
2024-07-25,SKU_0004,23.72206856728152,1,18.17,18.17
2024-07-26,SKU_0004,23.671133103586463,0,10.67,10.67
2024-07-27,SKU_0004,23.529111299699654,0,6.95,6.95
2024-07-28,SKU_0004,23.36826962251489,0,11.91,11.91
2024-07-29,SKU_0004,23.518924734804802,0,14.53,14.53
2024-07-30,SKU_0004,24.746471904379327,0,9.27,9.27
2024-07-31,SKU_0004,26.87904814382871,0,16.17,16.17
2024-08-01,SKU_0004,26.875419322984484,0,18.43,18.43
2024-08-02,SKU_0004,28.222825159463383,0,8.1,8.1
2024-08-03,SKU_0004,27.059145292373067,0,8.64,8.64
2024-08-04,SKU_0004,28.331729596950957,0,8.75,8.75
2024-08-05,SKU_0004,27.065581689426136,0,16.05,16.05
2024-08-06,SKU_0004,28.89597952027836,1,19.77,19.77
2024-08-07,SKU_0004,32.994501327354065,0,10.79,10.79
2024-08-08,SKU_0004,32.75369852810072,0,12.28,12.28
2024-08-09,SKU_0004,28.716253267563804,0,15.58,15.58
2024-08-10,SKU_0004,27.787295015903233,0,7.46,7.46
2024-08-11,SKU_0004,29.91893059958021,0,8.62,8.62
2024-08-12,SKU_0004,30.928435940358636,0,11.66,11.66
2024-08-13,SKU_0004,31.393812947692417,0,11.02,11.02
2024-08-14,SKU_0004,33.35244006238813,0,17.81,17.81
2024-08-15,SKU_0004,34.33612961455181,0,9.97,9.97
2024-08-16,SKU_0004,36.938769098627304,0,6.41,6.41
2024-08-17,SKU_0004,39.03376626377931,0,6.27,6.27
2024-08-18,SKU_0004,42.7653887059568,0,8.04,8.04
2024-08-19,SKU_0004,43.6960131368644,0,7.37,7.37
2024-08-20,SKU_0004,46.13502530194894,0,10.65,10.65
2024-08-21,SKU_0004,45.2926516943493,0,11.75,11.75
2024-08-22,SKU_0004,43.68728752157621,0,7.47,7.47
2024-08-23,SKU_0004,48.39822864502925,0,6.47,6.47
2024-08-24,SKU_0004,49.03015394100138,0,6.53,6.53
2024-08-25,SKU_0004,51.45606461767544,0,7.25,7.25
2024-08-26,SKU_0004,51.83951675814064,1,8.32,8.32
2024-08-27,SKU_0004,50.046961325967175,0,9.75,9.75
2024-08-28,SKU_0004,50.07995181872362,0,9.27,9.27
2024-08-29,SKU_0004,54.58616191080613,0,9.66,9.66
2024-08-30,SKU_0004,56.43529779814665,0,7.31,7.31
2024-08-31,SKU_0004,50.927671520778965,0,5.45,5.45
2024-09-01,SKU_0004,50.27418643596553,0,6.91,6.91
2024-09-02,SKU_0004,55.94837445533398,0,6.79,6.79
2024-09-03,SKU_0004,55.23526285165474,1,11.56,11.56
2024-09-04,SKU_0004,49.57927222001643,0,10.68,10.68
2024-09-05,SKU_0004,55.54290475372806,0,13.11,13.11
2024-09-06,SKU_0004,57.86422577211236,0,6.0,6.0
2024-09-07,SKU_0004,57.62166121579651,0,5.3,5.3
2024-09-08,SKU_0004,56.351761254183934,1,6.12,6.12
2024-09-09,SKU_0004,60.132749588488444,0,5.71,5.71
2024-09-10,SKU_0004,58.208745361443036,0,7.78,7.78
2024-09-11,SKU_0004,62.36043332072888,0,9.77,9.77
2024-09-12,SKU_0004,64.42248447623612,0,8.68,8.68
2024-09-13,SKU_0004,65.37524209386551,0,6.33,6.33
2024-09-14,SKU_0004,65.94852502441083,1,5.65,5.65
2024-09-15,SKU_0004,65.25981338844733,0,4.87,4.87
2024-09-16,SKU_0004,69.48527355785328,1,6.41,6.41
2024-09-17,SKU_0004,65.9696157723002,0,7.1,7.1
2024-09-18,SKU_0004,59.8522342017902,0,6.69,6.69
2024-09-19,SKU_0004,62.09994906329738,0,9.94,9.94
2024-09-20,SKU_0004,64.49704884322561,0,8.62,8.62
2024-09-21,SKU_0004,66.38253120031801,0,3.39,3.39
2024-09-22,SKU_0004,68.0265207189235,0,5.55,5.55
2024-09-23,SKU_0004,66.73070668100736,0,6.94,6.94
2024-09-24,SKU_0004,69.95933742083695,0,7.99,7.99
2024-09-25,SKU_0004,69.7683655676319,0,7.09,7.09
2024-09-26,SKU_0004,67.7587686547209,0,8.85,8.85
2024-09-27,SKU_0004,66.50255708227203,0,6.36,6.36
2024-09-28,SKU_0004,75.07433689133067,1,6.84,6.84
2024-09-29,SKU_0004,67.65222312881133,0,4.52,4.52
2024-09-30,SKU_0004,69.7116537534867,0,4.86,4.86
2024-10-01,SKU_0004,63.03063492749839,0,8.81,8.81
2024-10-02,SKU_0004,62.62264015831578,0,6.95,6.95
2024-10-03,SKU_0004,61.01435885160104,0,9.4,9.4
2024-10-04,SKU_0004,53.83950706183354,0,4.27,4.27
2024-10-05,SKU_0004,55.1110249019461,0,4.98,4.98
2024-10-06,SKU_0004,53.86858672208259,0,5.21,5.21
2024-10-07,SKU_0004,47.49360739486847,0,7.32,7.32
2024-10-08,SKU_0004,49.94733779463645,0,9.6,9.6
2024-10-09,SKU_0004,54.43838855442547,0,9.83,9.83
2024-10-10,SKU_0004,59.52980059396463,0,8.79,8.79
2024-10-11,SKU_0004,60.82582328752776,0,7.16,7.16
2024-10-12,SKU_0004,60.99414721288852,0,5.05,5.05
2024-10-13,SKU_0004,66.05365124754519,0,8.14,8.14
2024-10-14,SKU_0004,73.06944750603795,0,8.32,8.32
2024-10-15,SKU_0004,78.21210623723361,0,6.85,6.85
2024-10-16,SKU_0004,73.91621268162892,0,7.6,7.6
2024-10-17,SKU_0004,74.8145871877392,0,6.48,6.48
2024-10-18,SKU_0004,76.813764588224,0,5.92,5.92
2024-10-19,SKU_0004,68.9103808665887,0,4.07,4.07
2024-10-20,SKU_0004,70.87859415514646,0,4.43,4.43
2024-10-21,SKU_0004,81.2351456319771,0,3.91,3.91
2024-10-22,SKU_0004,84.4149190058323,0,6.53,6.53
2024-10-23,SKU_0004,92.21740953606495,1,10.39,10.39
2024-10-24,SKU_0004,93.23505896843874,0,6.07,6.07
2024-10-25,SKU_0004,92.82636645390525,0,4.96,4.96
2024-10-26,SKU_0004,94.97436414821233,0,4.49,4.49
2024-10-27,SKU_0004,90.43735537626144,0,3.8,3.8
2024-10-28,SKU_0004,85.35601267197252,0,5.98,5.98
2024-10-29,SKU_0004,92.09394224514895,0,8.19,8.19
2024-10-30,SKU_0004,99.9979522223344,0,7.28,7.28
2024-10-31,SKU_0004,94.22479175481297,0,7.67,7.67
2024-11-01,SKU_0004,99.85940606117794,0,6.36,6.36
2024-11-02,SKU_0004,99.33973666234591,0,4.8,4.8
2024-11-03,SKU_0004,101.38591470490796,0,3.85,3.85
2024-11-04,SKU_0004,104.22450679513264,0,5.09,5.09
2024-11-05,SKU_0004,110.6318829031731,0,9.33,9.33
2024-11-06,SKU_0004,111.18232394343039,0,7.02,7.02
2024-11-07,SKU_0004,120.99886090646707,0,5.85,5.85
2024-11-08,SKU_0004,123.26615778063285,0,3.79,3.79
2024-11-09,SKU_0004,127.9701403627624,0,3.69,3.69
2024-11-10,SKU_0004,121.72947965117126,1,5.65,5.65
2024-11-11,SKU_0004,138.56239691834833,0,4.81,4.81
2024-11-12,SKU_0004,142.52397609192968,0,5.11,5.11
2024-11-13,SKU_0004,148.7534272286787,0,5.46,5.46
2024-11-14,SKU_0004,135.07077977591467,0,6.9,6.9
2024-11-15,SKU_0004,128.5652830074531,0,5.14,5.14
2024-11-16,SKU_0004,138.47777391074288,0,4.1,4.1
2024-11-17,SKU_0004,140.88209046062929,0,4.25,4.25
2024-11-18,SKU_0004,125.59927962885801,0,4.06,4.06
2024-11-19,SKU_0004,133.67265181644555,0,6.31,6.31
2024-11-20,SKU_0004,129.38169947447264,0,7.85,7.85
2024-11-21,SKU_0004,140.81485820902526,0,5.15,5.15
2024-11-22,SKU_0004,140.07469618347042,0,5.34,5.34
2024-11-23,SKU_0004,141.80575883558805,0,4.14,4.14
2024-11-24,SKU_0004,152.2000083621747,0,4.51,4.51
2024-11-25,SKU_0004,144.2208668556213,0,4.95,4.95
2024-11-26,SKU_0004,135.88040361255915,0,7.23,7.23
2024-11-27,SKU_0004,134.28779334219715,0,4.75,4.75
2024-11-28,SKU_0004,141.12070336403966,1,6.65,6.65
2024-11-29,SKU_0004,130.2900268436541,0,5.38,5.38
2024-11-30,SKU_0004,117.88161583726706,0,4.43,4.43
2024-12-01,SKU_0004,123.85408277496094,0,5.41,5.41
2024-12-02,SKU_0004,119.45329069553131,0,5.35,5.35
2024-12-03,SKU_0004,116.67494977247645,0,6.01,6.01
2024-12-04,SKU_0004,104.3742750197668,0,5.34,5.34
