date,sku,on_hand,received_qty,ordered_qty,sales_qty
2024-09-17,SKU_0004,150.81,0.0,0.0,7.1
2024-09-18,SKU_0004,144.12,0.0,0.0,6.69
2024-09-19,SKU_0004,134.18,0.0,0.0,9.94
2024-09-20,SKU_0004,125.56,0.0,0.0,8.62
2024-09-21,SKU_0004,153.71,31.54,0.0,3.39
2024-09-22,SKU_0004,148.16,0.0,0.0,5.55
2024-09-23,SKU_0004,141.22,0.0,40.57,6.94
2024-09-24,SKU_0004,133.23,0.0,0.0,7.99
2024-09-25,SKU_0004,126.14,0.0,0.0,7.09
2024-09-26,SKU_0004,117.29,0.0,0.0,8.85
2024-09-27,SKU_0004,110.93,0.0,0.0,6.36
2024-09-28,SKU_0004,144.66,40.57,0.0,6.84
2024-09-29,SKU_0004,140.14,0.0,0.0,4.52
2024-09-30,SKU_0004,135.28,0.0,38.1,4.86
2024-10-01,SKU_0004,126.47,0.0,0.0,8.81
2024-10-02,SKU_0004,119.52,0.0,0.0,6.95
2024-10-03,SKU_0004,110.12,0.0,0.0,9.4
2024-10-04,SKU_0004,105.85,0.0,0.0,4.27
2024-10-05,SKU_0004,138.97,38.1,0.0,4.98
2024-10-06,SKU_0004,133.76,0.0,0.0,5.21
2024-10-07,SKU_0004,126.44,0.0,36.5,7.32
2024-10-08,SKU_0004,116.84,0.0,0.0,9.6
2024-10-09,SKU_0004,107.01,0.0,0.0,9.83
2024-10-10,SKU_0004,98.22,0.0,0.0,8.79
2024-10-11,SKU_0004,91.06,0.0,0.0,7.16
2024-10-12,SKU_0004,122.51,36.5,0.0,5.05
2024-10-13,SKU_0004,114.37,0.0,0.0,8.14
2024-10-14,SKU_0004,106.05,0.0,63.59,8.32
2024-10-15,SKU_0004,99.2,0.0,0.0,6.85
2024-10-16,SKU_0004,91.6,0.0,0.0,7.6
2024-10-17,SKU_0004,85.12,0.0,0.0,6.48
2024-10-18,SKU_0004,79.2,0.0,0.0,5.92
2024-10-19,SKU_0004,138.72,63.59,0.0,4.07
2024-10-20,SKU_0004,134.29,0.0,0.0,4.43
2024-10-21,SKU_0004,130.38,0.0,32.27,3.91
2024-10-22,SKU_0004,123.85,0.0,0.0,6.53
2024-10-23,SKU_0004,113.46,0.0,0.0,10.39
2024-10-24,SKU_0004,107.39,0.0,0.0,6.07
2024-10-25,SKU_0004,102.43,0.0,0.0,4.96
2024-10-26,SKU_0004,130.21,32.27,0.0,4.49
2024-10-27,SKU_0004,126.41,0.0,0.0,3.8
2024-10-28,SKU_0004,120.43,0.0,36.95,5.98
2024-10-29,SKU_0004,112.24,0.0,0.0,8.19
2024-10-30,SKU_0004,104.96,0.0,0.0,7.28
2024-10-31,SKU_0004,97.29,0.0,0.0,7.67
2024-11-01,SKU_0004,90.93,0.0,0.0,6.36
2024-11-02,SKU_0004,123.08,36.95,0.0,4.8
2024-11-03,SKU_0004,119.23,0.0,0.0,3.85
2024-11-04,SKU_0004,114.14,0.0,42.22,5.09
2024-11-05,SKU_0004,104.81,0.0,0.0,9.33
2024-11-06,SKU_0004,97.79,0.0,0.0,7.02
2024-11-07,SKU_0004,91.94,0.0,0.0,5.85
2024-11-08,SKU_0004,88.15,0.0,0.0,3.79
2024-11-09,SKU_0004,126.68,42.22,0.0,3.69
2024-11-10,SKU_0004,121.03,0.0,0.0,5.65
2024-11-11,SKU_0004,116.22,0.0,27.1,4.81
2024-11-12,SKU_0004,111.11,0.0,0.0,5.11
2024-11-13,SKU_0004,105.65,0.0,0.0,5.46
2024-11-14,SKU_0004,98.75,0.0,0.0,6.9
2024-11-15,SKU_0004,93.61,0.0,0.0,5.14
2024-11-16,SKU_0004,116.61,27.1,0.0,4.1
2024-11-17,SKU_0004,112.36,0.0,0.0,4.25
2024-11-18,SKU_0004,108.3,0.0,27.86,4.06
2024-11-19,SKU_0004,101.99,0.0,0.0,6.31
2024-11-20,SKU_0004,94.14,0.0,0.0,7.85
2024-11-21,SKU_0004,88.99,0.0,0.0,5.15
2024-11-22,SKU_0004,83.65,0.0,0.0,5.34
2024-11-23,SKU_0004,107.37,27.86,0.0,4.14
2024-11-24,SKU_0004,102.86,0.0,0.0,4.51
2024-11-25,SKU_0004,97.91,0.0,36.68,4.95
2024-11-26,SKU_0004,90.68,0.0,0.0,7.23
2024-11-27,SKU_0004,85.93,0.0,0.0,4.75
2024-11-28,SKU_0004,79.28,0.0,0.0,6.65
2024-11-29,SKU_0004,73.9,0.0,0.0,5.38
2024-11-30,SKU_0004,106.15,36.68,0.0,4.43
2024-12-01,SKU_0004,100.74,0.0,0.0,5.41
2024-12-02,SKU_0004,95.39,0.0,35.12,5.35
2024-12-03,SKU_0004,89.38,0.0,0.0,6.01
2024-12-04,SKU_0004,84.04,0.0,0.0,5.34
2024-12-05,SKU_0004,76.41,0.0,0.0,7.63
2024-12-06,SKU_0004,70.35,0.0,0.0,6.06
2024-12-07,SKU_0004,100.21,35.12,0.0,5.26
2024-12-08,SKU_0004,96.48,0.0,0.0,3.73
2024-12-09,SKU_0004,87.66,0.0,44.86,8.82
2024-12-10,SKU_0004,81.76,0.0,0.0,5.9
2024-12-11,SKU_0004,74.3,0.0,0.0,7.46
2024-12-12,SKU_0004,67.37,0.0,0.0,6.93
2024-12-13,SKU_0004,61.68,0.0,0.0,5.69
2024-12-14,SKU_0004,101.93,44.86,0.0,4.61
2024-12-15,SKU_0004,96.37,0.0,0.0,5.56
2024-12-16,SKU_0004,87.97,0.0,51.82,8.4
2024-12-17,SKU_0004,80.75,0.0,0.0,7.22
2024-12-18,SKU_0004,74.39,0.0,0.0,6.36
2024-12-19,SKU_0004,67.38,0.0,0.0,7.01
2024-12-20,SKU_0004,59.79,0.0,0.0,7.59
2024-12-21,SKU_0004,106.46,51.82,0.0,5.15
2024-12-22,SKU_0004,100.63,0.0,0.0,5.83
2024-12-23,SKU_0004,96.25,0.0,48.65,4.38
2024-12-24,SKU_0004,88.72,0.0,0.0,7.53
2024-12-25,SKU_0004,82.07,0.0,0.0,6.65
2024-12-26,SKU_0004,76.54,0.0,0.0,5.53
2024-12-27,SKU_0004,71.41,0.0,0.0,5.13
2024-12-28,SKU_0004,115.67,48.65,0.0,4.39
2024-12-29,SKU_0004,111.55,0.0,0.0,4.12
2024-12-30,SKU_0004,105.61,0.0,39.7,5.94
2024-01-01,SKU_0005,93.1,0.0,210.27,27.9
2024-01-02,SKU_0005,54.84,0.0,0.0,38.26
2024-01-03,SKU_0005,17.9,0.0,0.0,36.94
2024-01-04,SKU_0005,0.0,0.0,0.0,17.9
2024-01-05,SKU_0005,182.18,210.27,0.0,28.09
2024-01-06,SKU_0005,162.3,0.0,0.0,19.88
2024-01-07,SKU_0005,141.78,0.0,0.0,20.52
2024-01-08,SKU_0005,124.68,0.0,178.69,17.1
2024-01-09,SKU_0005,89.35,0.0,0.0,35.33
2024-01-10,SKU_0005,58.71,0.0,0.0,30.64
2024-01-11,SKU_0005,28.08,0.0,0.0,30.63
2024-01-12,SKU_0005,179.32,178.69,0.0,27.45
2024-01-13,SKU_0005,152.04,0.0,0.0,27.28
2024-01-14,SKU_0005,123.43,0.0,0.0,28.61
2024-01-15,SKU_0005,98.8,0.0,213.01,24.63
2024-01-16,SKU_0005,75.15,0.0,0.0,23.65
2024-01-17,SKU_0005,34.98,0.0,0.0,40.17
2024-01-18,SKU_0005,1.39,0.0,0.0,33.59
2024-01-19,SKU_0005,196.67,213.01,0.0,17.73
2024-01-20,SKU_0005,176.93,0.0,0.0,19.74
2024-01-21,SKU_0005,154.36,0.0,0.0,22.57
2024-01-22,SKU_0005,135.21,0.0,165.69,19.15
2024-01-23,SKU_0005,108.51,0.0,0.0,26.7
2024-01-24,SKU_0005,76.72,0.0,0.0,31.79
2024-01-25,SKU_0005,48.01,0.0,0.0,28.71
2024-01-26,SKU_0005,186.5,165.69,0.0,27.2
2024-01-27,SKU_0005,166.89,0.0,0.0,19.61
2024-01-28,SKU_0005,144.11,0.0,0.0,22.78
2024-01-29,SKU_0005,100.14,0.0,204.28,43.97
2024-01-30,SKU_0005,68.59,0.0,0.0,31.55
2024-01-31,SKU_0005,36.81,0.0,0.0,31.78
2024-02-01,SKU_0005,0.0,0.0,0.0,36.81
2024-02-02,SKU_0005,171.55,204.28,0.0,32.73
2024-02-03,SKU_0005,146.61,0.0,0.0,24.94
2024-02-04,SKU_0005,112.45,0.0,0.0,34.16
2024-02-05,SKU_0005,78.84,0.0,234.65,33.61
2024-02-06,SKU_0005,53.83,0.0,0.0,25.01
2024-02-07,SKU_0005,9.8,0.0,0.0,44.03
2024-02-08,SKU_0005,0.0,0.0,0.0,9.8
2024-02-09,SKU_0005,200.93,234.65,0.0,33.72
2024-02-10,SKU_0005,174.44,0.0,0.0,26.49
2024-02-11,SKU_0005,156.76,0.0,0.0,17.68
2024-02-12,SKU_0005,116.96,0.0,205.36,39.8
2024-02-13,SKU_0005,75.75,0.0,0.0,41.21
2024-02-14,SKU_0005,42.18,0.0,0.0,33.57
2024-02-15,SKU_0005,9.23,0.0,0.0,32.95
2024-02-16,SKU_0005,178.06,205.36,0.0,36.53
2024-02-17,SKU_0005,162.37,0.0,0.0,15.69
2024-02-18,SKU_0005,134.74,0.0,0.0,27.63
2024-02-19,SKU_0005,96.51,0.0,242.39,38.23
2024-02-20,SKU_0005,61.31,0.0,0.0,35.2
2024-02-21,SKU_0005,20.66,0.0,0.0,40.65
2024-02-22,SKU_0005,0.0,0.0,0.0,20.66
2024-02-23,SKU_0005,222.96,242.39,0.0,19.43
2024-02-24,SKU_0005,205.74,0.0,0.0,17.22
2024-02-25,SKU_0005,179.7,0.0,0.0,26.04
2024-02-26,SKU_0005,154.84,0.0,190.79,24.86
2024-02-27,SKU_0005,129.35,0.0,0.0,25.49
2024-02-28,SKU_0005,90.23,0.0,0.0,39.12
2024-02-29,SKU_0005,58.78,0.0,0.0,31.45
2024-03-01,SKU_0005,226.95,190.79,0.0,22.62
2024-03-02,SKU_0005,201.32,0.0,0.0,25.63
2024-03-03,SKU_0005,169.43,0.0,0.0,31.89
2024-03-04,SKU_0005,137.23,0.0,197.25,32.2
2024-03-05,SKU_0005,106.53,0.0,0.0,30.7
2024-03-06,SKU_0005,68.06,0.0,0.0,38.47
2024-03-07,SKU_0005,30.05,0.0,0.0,38.01
2024-03-08,SKU_0005,187.99,197.25,0.0,39.31
2024-03-09,SKU_0005,159.38,0.0,0.0,28.61
2024-03-10,SKU_0005,140.95,0.0,0.0,18.43
2024-03-11,SKU_0005,102.56,0.0,238.67,38.39
2024-03-12,SKU_0005,71.45,0.0,0.0,31.11
2024-03-13,SKU_0005,41.38,0.0,0.0,30.07
2024-03-14,SKU_0005,7.16,0.0,0.0,34.22
2024-03-15,SKU_0005,208.03,238.67,0.0,37.8
2024-03-16,SKU_0005,182.52,0.0,0.0,25.51
2024-03-17,SKU_0005,165.73,0.0,0.0,16.79
2024-03-18,SKU_0005,141.68,0.0,189.0,24.05
2024-03-19,SKU_0005,108.62,0.0,0.0,33.06
2024-03-20,SKU_0005,86.54,0.0,0.0,22.08
2024-03-21,SKU_0005,64.91,0.0,0.0,21.63
2024-03-22,SKU_0005,227.05,189.0,0.0,26.86
2024-03-23,SKU_0005,205.38,0.0,0.0,21.67
2024-03-24,SKU_0005,189.57,0.0,0.0,15.81
2024-03-25,SKU_0005,157.11,0.0,160.87,32.46
2024-03-26,SKU_0005,112.99,0.0,0.0,44.12
2024-03-27,SKU_0005,76.68,0.0,0.0,36.31
2024-03-28,SKU_0005,41.63,0.0,0.0,35.05
2024-03-29,SKU_0005,172.42,160.87,0.0,30.08
2024-03-30,SKU_0005,146.06,0.0,0.0,26.36
2024-03-31,SKU_0005,126.8,0.0,0.0,19.26
2024-04-01,SKU_0005,99.13,0.0,225.59,27.67
2024-04-02,SKU_0005,64.26,0.0,0.0,34.87
2024-04-03,SKU_0005,33.22,0.0,0.0,31.04
2024-04-04,SKU_0005,0.0,0.0,0.0,33.22
2024-04-05,SKU_0005,196.0,225.59,0.0,29.59
2024-04-06,SKU_0005,177.58,0.0,0.0,18.42
2024-04-07,SKU_0005,156.22,0.0,0.0,21.36
2024-04-08,SKU_0005,119.43,0.0,202.23,36.79
2024-04-09,SKU_0005,90.62,0.0,0.0,28.81
2024-04-10,SKU_0005,48.83,0.0,0.0,41.79
2024-04-11,SKU_0005,11.44,0.0,0.0,37.39
2024-04-12,SKU_0005,185.46,202.23,0.0,28.21
2024-04-13,SKU_0005,164.99,0.0,0.0,20.47
2024-04-14,SKU_0005,137.31,0.0,0.0,27.68
2024-04-15,SKU_0005,114.13,0.0,205.11,23.18
2024-04-16,SKU_0005,66.22,0.0,0.0,47.91
2024-04-17,SKU_0005,28.61,0.0,0.0,37.61
2024-04-18,SKU_0005,0.0,0.0,0.0,28.61
2024-04-19,SKU_0005,185.68,205.11,0.0,19.43
2024-04-20,SKU_0005,166.25,0.0,0.0,19.43
2024-04-21,SKU_0005,144.01,0.0,0.0,22.24
2024-04-22,SKU_0005,122.57,0.0,210.66,21.44
2024-04-23,SKU_0005,97.42,0.0,0.0,25.15
2024-04-24,SKU_0005,68.84,0.0,0.0,28.58
2024-04-25,SKU_0005,38.38,0.0,0.0,30.46
2024-04-26,SKU_0005,235.97,210.66,0.0,13.07
2024-04-27,SKU_0005,218.71,0.0,0.0,17.26
2024-04-28,SKU_0005,197.78,0.0,0.0,20.93
2024-04-29,SKU_0005,181.62,0.0,124.29,16.16
2024-04-30,SKU_0005,149.65,0.0,0.0,31.97
2024-05-01,SKU_0005,128.15,0.0,0.0,21.5
2024-05-02,SKU_0005,103.08,0.0,0.0,25.07
2024-05-03,SKU_0005,207.79,124.29,0.0,19.58
2024-05-04,SKU_0005,178.78,0.0,0.0,29.01
2024-05-05,SKU_0005,163.51,0.0,0.0,15.27
2024-05-06,SKU_0005,148.7,0.0,137.75,14.81
2024-05-07,SKU_0005,130.04,0.0,0.0,18.66
2024-05-08,SKU_0005,99.99,0.0,0.0,30.05
2024-05-09,SKU_0005,83.03,0.0,0.0,16.96
2024-05-10,SKU_0005,198.61,137.75,0.0,22.17
2024-05-11,SKU_0005,183.04,0.0,0.0,15.57
2024-05-12,SKU_0005,167.14,0.0,0.0,15.9
2024-05-13,SKU_0005,146.78,0.0,108.77,20.36
2024-05-14,SKU_0005,126.61,0.0,0.0,20.17
2024-05-15,SKU_0005,101.4,0.0,0.0,25.21
2024-05-16,SKU_0005,83.67,0.0,0.0,17.73
2024-05-17,SKU_0005,168.15,108.77,0.0,24.29
2024-05-18,SKU_0005,154.62,0.0,0.0,13.53
2024-05-19,SKU_0005,136.55,0.0,0.0,18.07
2024-05-20,SKU_0005,120.74,0.0,108.64,15.81
2024-05-21,SKU_0005,100.46,0.0,0.0,20.28
2024-05-22,SKU_0005,80.79,0.0,0.0,19.67
2024-05-23,SKU_0005,46.25,0.0,0.0,34.54
2024-05-24,SKU_0005,139.5,108.64,0.0,15.39
2024-05-25,SKU_0005,129.99,0.0,0.0,9.51
2024-05-26,SKU_0005,119.25,0.0,0.0,10.74
2024-05-27,SKU_0005,108.26,0.0,107.56,10.99
2024-05-28,SKU_0005,91.43,0.0,0.0,16.83
2024-05-29,SKU_0005,66.39,0.0,0.0,25.04
2024-05-30,SKU_0005,49.86,0.0,0.0,16.53
2024-05-31,SKU_0005,143.84,107.56,0.0,13.58
2024-06-01,SKU_0005,135.94,0.0,0.0,7.9
2024-06-02,SKU_0005,126.42,0.0,0.0,9.52
2024-06-03,SKU_0005,113.02,0.0,81.65,13.4
2024-06-04,SKU_0005,97.71,0.0,0.0,15.31
2024-06-05,SKU_0005,80.72,0.0,0.0,16.99
2024-06-06,SKU_0005,64.47,0.0,0.0,16.25
2024-06-07,SKU_0005,130.37,81.65,0.0,15.75
2024-06-08,SKU_0005,121.78,0.0,0.0,8.59
2024-06-09,SKU_0005,109.94,0.0,0.0,11.84
2024-06-10,SKU_0005,97.88,0.0,82.63,12.06
2024-06-11,SKU_0005,83.26,0.0,0.0,14.62
2024-06-12,SKU_0005,61.5,0.0,0.0,21.76
2024-06-13,SKU_0005,48.19,0.0,0.0,13.31
2024-06-14,SKU_0005,123.0,82.63,0.0,7.82
2024-06-15,SKU_0005,115.45,0.0,0.0,7.55
2024-06-16,SKU_0005,104.82,0.0,0.0,10.63
2024-06-17,SKU_0005,89.34,0.0,72.89,15.48
2024-06-18,SKU_0005,76.27,0.0,0.0,13.07
2024-06-19,SKU_0005,53.32,0.0,0.0,22.95
2024-06-20,SKU_0005,38.38,0.0,0.0,14.94
2024-06-21,SKU_0005,98.91,72.89,0.0,12.36
2024-06-22,SKU_0005,90.36,0.0,0.0,8.55
2024-06-23,SKU_0005,75.03,0.0,0.0,15.33
2024-06-24,SKU_0005,63.16,0.0,88.88,11.87
2024-06-25,SKU_0005,52.01,0.0,0.0,11.15
2024-06-26,SKU_0005,28.3,0.0,0.0,23.71
2024-06-27,SKU_0005,13.06,0.0,0.0,15.24
2024-06-28,SKU_0005,87.0,88.88,0.0,14.94
2024-06-29,SKU_0005,74.33,0.0,0.0,12.67
2024-06-30,SKU_0005,63.81,0.0,0.0,10.52
2024-07-01,SKU_0005,50.08,0.0,102.55,13.73
2024-07-02,SKU_0005,35.77,0.0,0.0,14.31
2024-07-03,SKU_0005,17.44,0.0,0.0,18.33
2024-07-04,SKU_0005,2.97,0.0,0.0,14.47
2024-07-05,SKU_0005,94.22,102.55,0.0,11.3
2024-07-06,SKU_0005,84.73,0.0,0.0,9.49
2024-07-07,SKU_0005,75.01,0.0,0.0,9.72
2024-07-08,SKU_0005,59.85,0.0,90.75,15.16
2024-07-09,SKU_0005,41.13,0.0,0.0,18.72
2024-07-10,SKU_0005,16.31,0.0,0.0,24.82
2024-07-11,SKU_0005,0.0,0.0,0.0,16.31
2024-07-12,SKU_0005,68.9,90.75,0.0,21.85
2024-07-13,SKU_0005,52.97,0.0,0.0,15.93
2024-07-14,SKU_0005,39.9,0.0,0.0,13.07
2024-07-15,SKU_0005,20.29,0.0,147.6,19.61
2024-07-16,SKU_0005,0.0,0.0,0.0,20.29
2024-07-17,SKU_0005,0.0,0.0,0.0,0.0
2024-07-18,SKU_0005,0.0,0.0,0.0,0.0
2024-07-19,SKU_0005,133.72,147.6,0.0,13.88
2024-07-20,SKU_0005,118.15,0.0,0.0,15.57
2024-07-21,SKU_0005,104.05,0.0,0.0,14.1
2024-07-22,SKU_0005,86.27,0.0,94.7,17.78
2024-07-23,SKU_0005,70.73,0.0,0.0,15.54
2024-07-24,SKU_0005,45.26,0.0,0.0,25.47
2024-07-25,SKU_0005,31.47,0.0,0.0,13.79
2024-07-26,SKU_0005,115.69,94.7,0.0,10.48
2024-07-27,SKU_0005,100.51,0.0,0.0,15.18
2024-07-28,SKU_0005,82.7,0.0,0.0,17.81
2024-07-29,SKU_0005,69.42,0.0,115.9,13.28
2024-07-30,SKU_0005,48.43,0.0,0.0,20.99
2024-07-31,SKU_0005,26.96,0.0,0.0,21.47
2024-08-01,SKU_0005,11.02,0.0,0.0,15.94
2024-08-02,SKU_0005,109.87,115.9,0.0,17.05
2024-08-03,SKU_0005,99.56,0.0,0.0,10.31
2024-08-04,SKU_0005,86.37,0.0,0.0,13.19
2024-08-05,SKU_0005,75.48,0.0,116.85,10.89
2024-08-06,SKU_0005,62.69,0.0,0.0,12.79
2024-08-07,SKU_0005,39.87,0.0,0.0,22.82
2024-08-08,SKU_0005,23.01,0.0,0.0,16.86
2024-08-09,SKU_0005,127.48,116.85,0.0,12.38
2024-08-10,SKU_0005,114.75,0.0,0.0,12.73
2024-08-11,SKU_0005,102.22,0.0,0.0,12.53
2024-08-12,SKU_0005,90.67,0.0,91.33,11.55
2024-08-13,SKU_0005,80.42,0.0,0.0,10.25
2024-08-14,SKU_0005,65.14,0.0,0.0,15.28
2024-08-15,SKU_0005,53.54,0.0,0.0,11.6
2024-08-16,SKU_0005,133.34,91.33,0.0,11.53
2024-08-17,SKU_0005,125.02,0.0,0.0,8.32
2024-08-18,SKU_0005,116.61,0.0,0.0,8.41
2024-08-19,SKU_0005,108.45,0.0,48.73,8.16
2024-08-20,SKU_0005,91.42,0.0,0.0,17.03
2024-08-21,SKU_0005,80.38,0.0,0.0,11.04
2024-08-22,SKU_0005,66.87,0.0,0.0,13.51
2024-08-23,SKU_0005,101.59,48.73,0.0,14.01
2024-08-24,SKU_0005,93.04,0.0,0.0,8.55
2024-08-25,SKU_0005,84.39,0.0,0.0,8.65
2024-08-26,SKU_0005,71.61,0.0,74.01,12.78
2024-08-27,SKU_0005,59.22,0.0,0.0,12.39
2024-08-28,SKU_0005,44.05,0.0,0.0,15.17
2024-08-29,SKU_0005,33.95,0.0,0.0,10.1
2024-08-30,SKU_0005,97.62,74.01,0.0,10.34
2024-08-31,SKU_0005,89.73,0.0,0.0,7.89
2024-09-01,SKU_0005,80.38,0.0,0.0,9.35
2024-09-02,SKU_0005,64.47,0.0,69.36,15.91
2024-09-03,SKU_0005,50.41,0.0,0.0,14.06
2024-09-04,SKU_0005,32.56,0.0,0.0,17.85
2024-09-05,SKU_0005,21.99,0.0,0.0,10.57
2024-09-06,SKU_0005,80.86,69.36,0.0,10.49
2024-09-07,SKU_0005,72.25,0.0,0.0,8.61
2024-09-08,SKU_0005,62.95,0.0,0.0,9.3
2024-09-09,SKU_0005,50.01,0.0,77.3,12.94
2024-09-10,SKU_0005,38.43,0.0,0.0,11.58
2024-09-11,SKU_0005,26.12,0.0,0.0,12.31
2024-09-12,SKU_0005,14.56,0.0,0.0,11.56
2024-09-13,SKU_0005,83.05,77.3,0.0,8.81
2024-09-14,SKU_0005,74.34,0.0,0.0,8.71
2024-09-15,SKU_0005,66.17,0.0,0.0,8.17
2024-09-16,SKU_0005,50.96,0.0,76.13,15.21
2024-09-17,SKU_0005,29.79,0.0,0.0,21.17
2024-09-18,SKU_0005,17.77,0.0,0.0,12.02
2024-09-19,SKU_0005,4.84,0.0,0.0,12.93
2024-09-20,SKU_0005,68.97,76.13,0.0,12.0
2024-09-21,SKU_0005,60.69,0.0,0.0,8.28
2024-09-22,SKU_0005,53.21,0.0,0.0,7.48
2024-09-23,SKU_0005,38.41,0.0,91.61,14.8
2024-09-24,SKU_0005,23.72,0.0,0.0,14.69
2024-09-25,SKU_0005,9.81,0.0,0.0,13.91
2024-09-26,SKU_0005,0.0,0.0,0.0,9.81
2024-09-27,SKU_0005,79.05,91.61,0.0,12.56
2024-09-28,SKU_0005,69.86,0.0,0.0,9.19
2024-09-29,SKU_0005,59.89,0.0,0.0,9.97
2024-09-30,SKU_0005,48.92,0.0,85.32,10.97
2024-10-01,SKU_0005,30.2,0.0,0.0,18.72
2024-10-02,SKU_0005,12.49,0.0,0.0,17.71
2024-10-03,SKU_0005,0.0,0.0,0.0,12.49
2024-10-04,SKU_0005,67.61,85.32,0.0,17.71
2024-10-05,SKU_0005,54.84,0.0,0.0,12.77
2024-10-06,SKU_0005,41.03,0.0,0.0,13.81
2024-10-07,SKU_0005,24.64,0.0,118.64,16.39
2024-10-08,SKU_0005,0.0,0.0,0.0,24.64
2024-10-09,SKU_0005,0.0,0.0,0.0,0.0
2024-10-10,SKU_0005,0.0,0.0,0.0,0.0
2024-10-11,SKU_0005,106.0,118.64,0.0,12.64
2024-10-12,SKU_0005,94.6,0.0,0.0,11.4
2024-10-13,SKU_0005,82.98,0.0,0.0,11.62
2024-10-14,SKU_0005,71.78,0.0,87.68,11.2
2024-10-15,SKU_0005,53.97,0.0,0.0,17.81
2024-10-16,SKU_0005,37.18,0.0,0.0,16.79
2024-10-17,SKU_0005,20.46,0.0,0.0,16.72
2024-10-18,SKU_0005,93.11,87.68,0.0,15.03
2024-10-19,SKU_0005,81.37,0.0,0.0,11.74
2024-10-20,SKU_0005,68.84,0.0,0.0,12.53
2024-10-21,SKU_0005,47.1,0.0,121.18,21.74
2024-10-22,SKU_0005,21.73,0.0,0.0,25.37
2024-10-23,SKU_0005,0.0,0.0,0.0,21.73
2024-10-24,SKU_0005,0.0,0.0,0.0,0.0
2024-10-25,SKU_0005,105.14,121.18,0.0,16.04
2024-10-26,SKU_0005,94.58,0.0,0.0,10.56
2024-10-27,SKU_0005,83.69,0.0,0.0,10.89
2024-10-28,SKU_0005,59.86,0.0,123.19,23.83
2024-10-29,SKU_0005,44.04,0.0,0.0,15.82
2024-10-30,SKU_0005,32.07,0.0,0.0,11.97
2024-10-31,SKU_0005,19.01,0.0,0.0,13.06
2024-11-01,SKU_0005,134.46,123.19,0.0,7.74
2024-11-02,SKU_0005,126.72,0.0,0.0,7.74
2024-11-03,SKU_0005,119.53,0.0,0.0,7.19
2024-11-04,SKU_0005,109.1,0.0,62.09,10.43
2024-11-05,SKU_0005,101.06,0.0,0.0,8.04
2024-11-06,SKU_0005,85.58,0.0,0.0,15.48
2024-11-07,SKU_0005,77.7,0.0,0.0,7.88
2024-11-08,SKU_0005,130.58,62.09,0.0,9.21
2024-11-09,SKU_0005,122.85,0.0,0.0,7.73
2024-11-10,SKU_0005,112.81,0.0,0.0,10.04
2024-11-11,SKU_0005,101.33,0.0,50.12,11.48
2024-11-12,SKU_0005,85.18,0.0,0.0,16.15
2024-11-13,SKU_0005,73.48,0.0,0.0,11.7
2024-11-14,SKU_0005,61.92,0.0,0.0,11.56
2024-11-15,SKU_0005,102.54,50.12,0.0,9.5
2024-11-16,SKU_0005,91.39,0.0,0.0,11.15
2024-11-17,SKU_0005,82.24,0.0,0.0,9.15
2024-11-18,SKU_0005,72.32,0.0,70.52,9.92
2024-11-19,SKU_0005,59.65,0.0,0.0,12.67
2024-11-20,SKU_0005,46.92,0.0,0.0,12.73
2024-11-21,SKU_0005,34.58,0.0,0.0,12.34
2024-11-22,SKU_0005,91.85,70.52,0.0,13.25
2024-11-23,SKU_0005,85.02,0.0,0.0,6.83
2024-11-24,SKU_0005,78.01,0.0,0.0,7.01
2024-11-25,SKU_0005,69.65,0.0,51.71,8.36
2024-11-26,SKU_0005,55.75,0.0,0.0,13.9
2024-11-27,SKU_0005,46.67,0.0,0.0,9.08
2024-11-28,SKU_0005,36.28,0.0,0.0,10.39
2024-11-29,SKU_0005,77.73,51.71,0.0,10.26
2024-11-30,SKU_0005,71.13,0.0,0.0,6.6
2024-12-01,SKU_0005,62.19,0.0,0.0,8.94
2024-12-02,SKU_0005,45.47,0.0,71.55,16.72
2024-12-03,SKU_0005,31.46,0.0,0.0,14.01
2024-12-04,SKU_0005,22.59,0.0,0.0,8.87
2024-12-05,SKU_0005,11.41,0.0,0.0,11.18
2024-12-06,SKU_0005,73.55,71.55,0.0,9.41
2024-12-07,SKU_0005,65.97,0.0,0.0,7.58
2024-12-08,SKU_0005,53.56,0.0,0.0,12.41
2024-12-09,SKU_0005,41.21,0.0,78.46,12.35
2024-12-10,SKU_0005,22.13,0.0,0.0,19.08
2024-12-11,SKU_0005,8.4,0.0,0.0,13.73
2024-12-12,SKU_0005,0.0,0.0,0.0,8.4
2024-12-13,SKU_0005,67.15,78.46,0.0,11.31
2024-12-14,SKU_0005,57.17,0.0,0.0,9.98
2024-12-15,SKU_0005,47.05,0.0,0.0,10.12
2024-12-16,SKU_0005,39.55,0.0,82.06,7.5
2024-12-17,SKU_0005,25.13,0.0,0.0,14.42
2024-12-18,SKU_0005,10.08,0.0,0.0,15.05
2024-12-19,SKU_0005,0.0,0.0,0.0,10.08
2024-12-20,SKU_0005,69.44,82.06,0.0,12.62
2024-12-21,SKU_0005,60.08,0.0,0.0,9.36
2024-12-22,SKU_0005,49.52,0.0,0.0,10.56
2024-12-23,SKU_0005,33.02,0.0,96.25,16.5
2024-12-24,SKU_0005,11.23,0.0,0.0,21.79
2024-12-25,SKU_0005,0.0,0.0,0.0,11.23
